baseball,0.46617580468350917,0.053731191280030594,0.65
beer,0.4380630508977029,0.05623019670077001,0.723
can_coke,0.3120744229604688,-0.01154490449486234,0.65
can_pepsi,0.31898704304763437,0.09999987352937234,0.65
can_fanta,0.3054557338719858,0.04618752463445111,0.65
can_sprite,0.40961778338981725,0.03487938979080879,0.65
chips_can,0.41015854314347916,0.06486860735464181,0.772
coffee_box,0.30889424076916505,0.05332751396144683,0.772
cracker,0.36492763315669113,-0.05559300821224451,0.65
cup,0.3465644547555978,-0.008983635932883982,0.772
donut,0.40767149503190325,0.02311817230458127,0.772
fork,0.3484577200895684,-0.09277836609508315,0.88
gelatin,0.34299445182727556,0.03539781347330212,0.772
meat,0.33891405607807346,0.006656784854851688,0.772
mustard,0.33513986102412635,0.010074533690704462,0.772
newspaper,0.40493187804967934,-0.015780947603911993,0.65
orange,0.4803125510604341,0.05448500593278291,0.723
pear,0.4150565684214961,-0.047772691799528255,0.655
plate,0.39854767166384153,-0.024991298885654017,0.88
soccer_ball,0.45176005314088286,-0.05701461251374101,0.65
soup,0.46340532319125116,0.053398511485569206,0.723
sponge,0.41619426306709983,0.08218778543724092,0.772
sugar,0.32289756506435374,-0.041577212262712965,0.772
toy,0.31926150775719975,-0.02981186886185426,0.772
*
baseball,0.3619501725833743,-0.06898222077839927,0.65
beer,0.40714727203886336,-0.047896023251068835,0.723
can_coke,0.43805536030622705,0.05258293600766906,0.65
can_pepsi,0.3472263644417682,0.036927444054910635,0.65
can_fanta,0.34818775241428607,0.07066276449107037,0.772
can_sprite,0.3021259630691122,-0.07175070422397385,0.65
chips_can,0.464108344956385,0.020133528470190315,0.772
coffee_box,0.48315210519966145,0.06139124358679024,0.772
cracker,0.46191511301842425,0.04367623927846284,0.94
cup,0.3412895921518036,0.0501669173936182,0.772
donut,0.45803234381737057,-0.08575610541671977,0.65
fork,0.34475026903356554,0.08037527731926652,0.772
gelatin,0.3352629554217366,0.04680317230078551,0.772
meat,0.4692971892484315,-0.030215551328782356,0.65
mustard,0.4482859625221363,0.06642797222532612,0.94
newspaper,0.4137259431918078,0.009468638080335712,0.94
orange,0.35059004668390653,-0.06237997338986219,0.723
pear,0.3947804729428007,0.0401180118439807,0.772
plate,0.3014560899973694,-0.05508740535216952,0.94
soccer_ball,0.30448770774341377,0.051323228670938664,0.772
soup,0.3018605003139159,0.08512622614082963,0.65
sponge,0.48013045427516077,0.018521185642110666,0.744
sugar,0.37885541607429823,-0.05439875630959912,0.94
toy,0.4879094387718943,0.05844047606052455,0.65
*
baseball,0.3136406114686816,0.08504664858848432,0.65
beer,0.4803298639498327,-0.01873544622872289,0.65
can_coke,0.4487867475915325,0.08636505596398122,0.65
can_pepsi,0.40462733781297905,0.03590079498238635,0.65
can_fanta,0.482375308676779,0.01139930923571053,0.81
can_sprite,0.3337466892283274,-0.07876116520337106,0.65
chips_can,0.4341879659520099,0.0063699120038104295,0.772
coffee_box,0.3962072086786749,-0.01591555104783382,0.65
cracker,0.43003098253320093,0.015520277974702096,0.94
cup,0.35082666642825555,-0.040485132610945954,0.94
donut,0.38988359075024415,0.04613588686377962,0.772
fork,0.40918789361655633,-0.03855790458951878,0.8200000000000001
gelatin,0.4012091902239223,-0.005738534211590027,0.772
meat,0.44891895186372355,-0.09372667119962937,0.65
mustard,0.4777981301959336,0.03255380913131711,0.65
newspaper,0.4646741423873696,-0.04514843817260883,0.94
orange,0.31736622515262536,0.0018267132289813137,0.65
pear,0.39299825313955095,0.09033723772749516,0.65
plate,0.3836237899418456,0.09422571260041673,0.726
soccer_ball,0.4459220713462364,0.018379867223272964,0.772
soup,0.3842872658658276,0.00586709785484521,0.94
sponge,0.3207056619194613,0.03085024538517339,0.726
sugar,0.4228193951629479,-0.059535576423292505,0.94
toy,0.3711388699185245,-0.06392129391951554,0.772
*
baseball,0.3277059432137523,-0.0967153779086921,0.65
beer,0.4010261761427854,-0.011109636176457771,0.65
can_coke,0.3636086922804049,-0.045128986634348105,0.65
can_pepsi,0.4900356490762058,0.05073100102810399,0.65
can_fanta,0.4913625287880241,0.012639491244217593,0.772
can_sprite,0.35030715426172787,-0.04724863640052888,0.772
chips_can,0.4921249466703307,-0.034715811505711444,0.65
coffee_box,0.36199551316408823,0.0976137011797221,0.65
cracker,0.44885596252636706,-0.04363145811451102,0.88
cup,0.3279733508003605,-0.07916287002268213,0.723
donut,0.3734915817732037,-0.01275052656255378,0.81
fork,0.4433438313762902,0.03866212357692439,0.772
gelatin,0.4951398928635353,-0.01748651933833474,0.95
meat,0.33936683751728675,0.03211938301345993,0.65
mustard,0.36037557947389737,0.054905747135799265,0.8200000000000001
newspaper,0.3456109217429977,0.047027695998273805,0.744
orange,0.3346316680791007,0.033543203218923734,0.744
pear,0.4233648059391468,0.023133250251982068,0.81
plate,0.386526312731599,-0.09019562298530426,0.65
soccer_ball,0.3056043535869875,-0.001795108754372915,0.744
soup,0.32589242517510575,0.05142780869995539,0.744
sponge,0.414172971130583,-0.04676875702361667,0.81
sugar,0.32971425251234693,-0.09403050897311392,0.723
toy,0.38225984268526414,0.0036708166125046515,0.81
*
baseball,0.35051792811049437,-0.09653300937839404,0.65
beer,0.36326236302037895,0.09487769688554029,0.65
can_coke,0.4793613839568446,-0.0651032037439568,0.65
can_pepsi,0.33937624502196356,0.09994494523477832,0.81
can_fanta,0.41110935461665676,0.09136424098838808,0.81
can_sprite,0.30820601410755877,0.06331969516380145,0.65
chips_can,0.40195358323816543,-0.07248562986944425,0.65
coffee_box,0.34241043763579576,-0.09240234261955763,0.723
cracker,0.3545523472894206,-0.029204051640831133,0.65
cup,0.49163011388172706,-0.008645648801296632,0.65
donut,0.39022958246050143,-0.02754747920925764,0.8
fork,0.4331008430899042,-0.0024647005325669352,0.65
gelatin,0.36003411037378996,0.08078510646005863,0.81
meat,0.3778736561906726,0.062004420607936206,0.81
mustard,0.4843409524817501,-0.01213090669883636,0.93
newspaper,0.3252685794411916,-0.07181740499273917,0.723
orange,0.44634991586784356,-0.07217970356413905,0.772
pear,0.37790133369496975,0.0617674206583487,0.81
plate,0.31270829477740175,0.014392830559655123,0.772
soccer_ball,0.317400624234391,0.07740551005195326,0.81
soup,0.4416016611957625,-0.03796590254432297,0.772
sponge,0.3456656778484582,0.04121036216250823,0.772
sugar,0.4843409524817501,-0.01213090669883636,0.75
toy,0.32674702279122775,0.049120042790684326,0.772
*
